X0,X1,X2
0.2451532581455672,1.2874165760443101,0.1307688633247621
-1.7021941546181352,-0.9512015185924942,-0.01141225899422099
0.900321342345001,-0.5635889446472927,0.44114119501473836
-0.5612923878208698,-0.6535814852842268,-0.6249883878291815
-0.19331550650917168,-0.13329321346562673,-0.4373147057067579
0.9602202922525983,0.027239151915266074,-1.24965745921346
-0.6953825435578384,-0.14095533775480426,-1.3242380116327106
-1.710622491084367,-1.032391393055552,-1.9678641804674453
-0.012008771956227744,-0.39648792816894873,-0.5484745816181362
0.8954369674823521,1.1200937267993054,1.6189044907578944
-1.1398396281226741,0.1818920722547829,-0.8943774531905526
-0.9785168659944313,-1.1096736948934527,-1.4999933694173884
0.06315094522536673,-0.21284742590875308,-0.9806842644675252
1.8931071735942173,1.4058879593501947,0.7206221454945955
-0.2928006882883057,0.2314305897424953,0.15627148657755124
0.5486924193597041,0.16839823567107337,1.20505977156104
0.5975706913070145,1.2659871764176331,0.6889205660262008
-1.612501656647278,-1.0639144425353027,-0.4105411987611115
0.733580807174095,-0.8168595868582148,-1.388444249685256
0.8500892009633667,-0.09090488572291222,0.011805371718848972
-0.07490966985304479,-0.7493086857383471,-0.905943823456824
0.772372437947272,-0.6789916264790105,-0.4813455597408945
-0.5493712886665819,-1.7661089618869246,-1.386015343074232
-1.3034858905515647,-1.6913989284216584,-1.1491984796861434
0.3700441447643246,0.2806897121662613,0.9664551079232921
-0.19195550084274995,-0.782221338837951,-0.8651151878087967
-0.5583438205692899,0.25160978241672,-0.3832033115823027
-0.44846146358715405,-1.1657488851564284,0.23984465851184575
-0.7552056758066112,-0.296135163031239,-1.2064189279120232
0.06572269201176886,-0.4588977821603911,-0.7257777327426888
0.2673740730986081,0.9826820373140505,0.28548394983814346
-0.6596749545280051,-1.34014479715399,-1.8331841062035976
0.31342744882748025,0.2691712901277709,0.42598922282497537
1.4037536347568627,0.5973594607398268,-0.05044210596902534
1.504456868114971,0.8502854612553854,0.43358156242531826
1.2473527587899231,0.7862887923901791,1.5368434429224438
0.43551532109148183,1.2941028419940341,-0.5852311841107568
0.4976911895763501,0.7150027392814542,2.0594873311070945
1.515581221287227,1.468054400714863,0.1507522813052596
0.09787820293372058,0.5652910500290184,0.4287353974881859
-0.4231237845003919,-1.120471525224736,-0.8422309644579221
-1.9337274774184332,-1.9743993564297226,-1.86468448544308
-0.7808301710371376,0.2852704613042199,-0.48483396890976077
1.0604072574085583,0.8900952635957811,1.138840960189216
-2.1720700339079624,-1.683100995600917,-1.014936742741951
1.4802112823428433,0.5998667379749731,0.4834637324034278
-0.030611364007081563,0.8153280001267791,-0.37907093919029594
0.49079699809031985,0.35653505414285863,-0.23928475744506583
0.5017052338148038,-0.7301151050878998,-0.670408722536433
-1.578743240435194,-0.7508793686320466,-1.4548439309746497
